Gefängnis Affoltern am Albis
Zentrum für Forensische Psychiatrie
Flughafengefängnis Abteilung Strafvollzug
Flughafengefängnis Abteilung Ausschaffungshaft
Gefängnis Dielsdorf
"Justizvollzugsanstalt Pöschwies ""Strafanstalt"""
"Justizvollzugsanstalt Pöschwies *Erweiterungsbau"""
"Justizvollzugsanstalt Pöschwies *Haus Lägern"""
Vollzugszentrum Bachtel
Gefängnis Horgen
"VZ Bachtel, Gefängnis Meilen"
Gefängnis Pfäffikon
Gefängnis Winterthur
Halbgefangenschaft Winterthur
Gefängnis Limmattal
Massnahmenzentrum Uitikon
Gefängnis Zürich
zsge-Neugut
Polizeigefängnis Zürich
Insel Bewachungsstation
Regionalgefängnis Bern
Regionalgefängnis Biel
Regionalgefängnis Burgdorf
Anstalten Hindelbank
Anstalten Thorberg
Anstalten Witzwil
Prison régionale Moutier
Regionalgefängnis Thun
Wohnheim Lindenfeld
Justizvollzugsanstalt Grosshof
Justizvollzugsanstalt Wauwilermoos
Kantonsgefängnis Sicherheitsstützpunkt Biberbrugg
Gefängnis Sarnen
Untersuchungs- und Strafgefängnis Stans
Kantonales Gefängnis Glarus
Interkantonale Strafanstalt Bostadel
Kantonale Strafanstalt Zug
Prison centrale de Fribourg
Etablissements de Bellechasse
Justizvollzugsanstalt Solothurn
Untersuchungsgefängnis Olten
Untersuchungsgefängnis Solothurn
Untersuchungsgefängnis Basel-Stadt
Gefängnis Bässlergut
Vollzugszentrum Klosterfiechten
Bezirksgefängnis Arlesheim
Gefängnis Muttenz
Rütihus Krisenstation und Wohnheim
Bezirksgefängnis Liestal
Gefängnis Sissach
Massnahmenzentrum Arxhof
Kantonales Gefängnis Schaffhausen
Kantonales Gefängnis Appenzell AR
Strafanstalt Gmünden
Gefängnis Appenzell
Kant. Untersuchungsgefängnis Klosterhof
Gefängnis St. Gallen
Gefängnis Widnau
Regionalgefängnis Altstätten
Kantonale Strafanstalt Saxerriet
Gefängnis Flums
Gefängnis Uznach
Ausschaffungsgefängnis Bazenheid
Massnahmenzentrum Bitzi
Untersuchungsgefängnis Gossau
Justizvollzugsanstalt Realta
Justizvollzugsanstalt Sennhof
Bezirksgefängnis Aarau-Amthaus
Bezirksgefängnis Baden
Bezirksgefängnis Kulm
Bezirksgefängnis Laufenburg
JVA Lenzburg Zentralgefängnis
Justizvollzugsanstalt Lenzburg/Strafanstalt
Siftung Satis
Bezirksgefängnis Zofingen
Bezirksgefängnis Zurzach
Regional- u. Untersuchungsgef. Bischofszell
Wohnheim Adler Frauenfeld
Kantonalgefängnis Frauenfeld
Regionales Untersuchungsgefängnis Frauenfeld
Regionalesuntersuchungsgef. Kreuzlingen
Massnahmenzentrum Kalchrain
"Strutture carcerarie cantonali ""Stampino"""
"Strutture carcerarie cantonali ""Farera"""
"Strutture carcerarie cantonali ""La Stampino"""
"Torricella Carcere Aperto ""Naravazz"""
Fondation du Levant
Etablissement du Simplon
Prison du Bois-Mermet
Prison de la Tuilière
Etablissements de la plaine de l'Orbe
Prison de la Croisée
Untersuchungsgefängnis Brig
Prison de Martigny
Etablissement pénitentiaire de Crêtelongue
Centre éducatif de Pramont
Prison des Iles Sion
EEP Bellevue
Etablissement de détention La Promenade
Massnahmenzentrum St. Johannsen
Maison Montfleury
Etablissement de détention de Villars
Etablissement de Favra
Prison de Champ-Dollon
"Etablissement de détention de ""La Brenaz"""
"Etablissement pénitentiaire fermé ""Curabilis"""
Etablissement ouvert Le Vallon
EC de détention admin. de Frambois
Prison de Delémont
L'Orangerie de Porrentruy
Prison de Porrentruy








